date;oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
2019-01-06;99000000000;06.01.2019;61.66;101.55;72.06;29.75;54.24;31.3;26.63;148.31;27.33;52.97;28.99;110.6;48.46;336,99;194.65;0.0;385.25;191.9;330.96;0.0;189.41;362.38;219.38;567.33;64.24;419.14;5.75;132.98;80.73;16.93;30.1;72.9;5 542,35;4 735,41;5 654,00;2 418,82;552,29;5 908,36;1 851,95;943,66;2 230,91;2 357,17;1 882,61;1 665,54;1 479,49;743,21;3 989,90;2 983,38;726,76;975,58;0.0;126.85;3 259,93;358,51;0.0;302,23;324.72;358.21;313.56;6 749,19;873,51;41 283,00;38.75;1 612,76;473,11;3 930,68;2 320,79;42.72;44.56;45.08;53.32;38 195,76;25 348,70;1 271,99;1 019,58
2019-01-13;99000000000;13.01.2019;58.22;99.53;72.28;29.48;56.43;33.83;25.79;130.73;26.57;52.98;33.61;102.1;48.42;285,37;190.32;0.0;431.94;179.69;309.37;0.0;192.16;364.75;213.85;560.55;62.93;416.83;5.6;129.63;79.55;16.64;27.99;76.83;5 493,40;4 695,59;5 561,38;2 832,41;492,45;5 534,03;1 870,08;1 072,76;1 958,40;2 225,52;1 797,36;1 867,64;1 800,31;685,29;4 423,40;3 303,37;929,63;1 064,67;0.0;102.81;2 872,86;381,78;0.0;301,33;321.86;347.88;304.66;7 204,59;827,79;40 644,50;40.48;1 667,94;460,36;3 738,54;2 216,00;42.72;44.52;45.15;53.5;33 049,74;21 318,64;1 249,72;810,85
2019-01-20;99000000000;20.01.2019;57.32;86.32;71.93;29.56;60.23;36.73;28.03;150.85;26.87;54.11;33.93;110.9;49.02;280,47;197.66;0.0;387.49;177.67;297.5;0.0;198.67;377.74;218.05;573.62;63.86;470.0;5.93;133.23;80.71;17.63;27.4;72.99;5 541,17;4 728,54;5 681,21;3 046,69;507,57;5 232,40;2 190,57;1 124,25;1 682,47;2 110,50;1 478,62;1 899,67;1 244,70;1 003,73;4 090,10;3 619,58;849,13;1 100,84;0.0;109.99;2 781,63;677,42;0.0;313,74;360.96;324.76;316.98;6 803,31;686,06;37 468,30;40.69;1 903,27;406,69;3 797,65;2 191,00;42.7;44.52;45.1;52.57;31 540,05;18 531,09;1 422,22;1 260,53
2019-01-27;99000000000;27.01.2019;58.28;99.75;70.9;28.88;52.9;34.24;30.01;148.63;28.67;53.49;29.9;113.9;48.92;301,77;198.63;0.0;429.98;183.86;292.12;0.0;193.4;354.72;218.54;590.51;64.04;462.27;5.46;127.79;81.85;17.16;29.17;71.66;5 591,83;4 774,18;5 749,66;2 694,28;462,53;5 217,68;2 001,51;1 000,66;2 088,37;991,45;1 682,24;1 793,07;1 562,14;937,27;4 062,10;3 098,01;802,84;1 006,99;0.0;82.99;2 536,50;529,67;0.0;293,72;462.07;367.56;313.35;6 985,81;692,29;38 826,00;39.16;1 740,54;404,82;3 387,58;1 913,19;42.6;44.49;45.0;52.79;31 860,48;20 782,28;947,57;958,48
2019-02-03;99000000000;03.02.2019;57.04;112.47;71.91;29.39;56.78;32.3;26.98;149.13;29.13;54.24;34.8;115.2;48.67;286,91;194.41;0.0;428.65;183.77;296.12;0.0;196.54;364.29;209.19;586.56;62.82;448.63;5.27;127.08;82.51;18.66;27.78;76.11;5 600,56;4 778,30;5 749,26;2 793,74;469,76;5 267,91;2 017,72;1 060,86;2 305,77;1 517,91;1 725,03;1 860,08;2 017,50;923,66;4 405,20;3 512,97;759,96;1 148,43;0.0;112.02;2 778,89;551,1;0.0;313,13;370.83;430.19;310.66;7 253,28;773,8;41 754,00;45.13;1 954,97;392,42;4 093,02;1 957,00;42.66;44.55;45.28;50.44;32 902,63;22 321,70;978,3;1 275,56
2019-02-10;99000000000;10.02.2019;58.17;103.03;70.83;30.49;57.87;32.81;26.89;158.3;29.07;53.43;39.96;113.1;48.98;291,82;190.75;0.0;0.0;181.06;290.85;0.0;210.43;371.49;219.53;588.36;64.1;453.62;5.25;126.78;79.47;17.94;30.32;68.62;5 620,91;4 799,04;5 777,45;2 878,09;482,48;5 363,69;2 322,03;1 046,30;2 289,73;1 537,74;1 537,09;2 079,66;1 840,06;971,11;4 466,80;3 744,10;999,05;1 329,40;0.0;0.0;3 072,94;616,19;0.0;327,39;392.76;381.67;345.47;7 312,18;773,84;41 449,00;51.17;2 265,38;437,78;4 228,81;2 532,00;42.66;44.53;45.16;51.31;34 240,73;21 993,19;1 329,41;1 098,84
2019-02-17;99000000000;17.02.2019;59.25;106.91;72.74;30.74;55.4;33.92;27.88;148.96;30.43;57.19;38.55;118.9;48.91;299,8;182.95;0.0;0.0;183.06;291.97;0.0;201.1;371.45;208.35;576.05;63.59;470.43;5.15;126.26;78.72;19.66;27.9;81.65;5 691,29;4 853,43;5 852,77;2 800,50;509,79;5 105,59;2 089,82;1 256,18;2 421,22;1 390,32;1 567,27;1 298,65;1 227,42;890,84;4 552,50;3 663,65;1 089,41;1 430,97;0.0;0.0;3 072,28;655,79;0.0;298,59;427.13;459.98;352.58;6 817,30;782,75;41 745,50;52.16;2 234,98;442,94;4 027,87;2 884,31;42.53;44.46;44.92;49.0;33 690,53;20 636,37;1 166,02;381,18
2019-02-24;99000000000;24.02.2019;59.52;101.52;73.1;30.53;58.51;34.72;29.51;185.17;30.68;60.55;43.09;118.0;49.26;288,91;180.61;0.0;0.0;189.42;297.03;0.0;204.73;370.3;217.39;577.76;63.32;471.06;4.92;126.42;80.58;18.57;30.05;72.94;5 774,71;4 924,29;5 941,77;2 750,64;447,24;4 767,62;1 439,43;901,35;1 884,71;1 416,47;1 350,15;936,11;1 194,06;844,18;4 212,70;2 873,79;867,26;1 265,40;0.0;0.0;2 198,35;422,44;0.0;241,22;370.24;350.3;262.0;6 638,24;649,18;42 093,00;31.03;1 562,45;398,21;3 472,65;2 034,58;42.52;44.46;45.04;48.99;27 736,95;20 679,27;991,1;40,42
2019-03-03;99000000000;03.03.2019;60.91;96.19;73.27;31.51;59.23;34.63;29.43;183.02;30.16;54.29;40.78;119.1;48.31;322,14;189.72;0.0;444.01;179.45;292.79;0.0;202.25;373.96;218.27;551.31;64.12;488.4;4.79;120.68;81.1;20.23;29.06;76.41;5 722,20;4 878,02;5 904,40;2 824,83;576,56;5 035,32;1 943,55;1 064,33;1 898,51;2 035,11;1 549,20;1 156,40;1 691,43;1 021,34;4 871,30;3 074,84;1 246,20;1 361,19;0.0;86.9;2 918,52;617,2;0.0;313,85;403.05;432.95;336.55;7 254,47;675,05;43 800,00;34.64;1 890,89;444,89;3 642,31;2 120,00;42.52;44.45;44.99;49.0;29 392,97;20 963,81;1 311,82;203,89
2019-03-10;99000000000;10.03.2019;59.4;106.3;72.92;31.01;47.93;36.0;28.27;150.44;30.38;61.04;44.21;120.5;48.74;288,29;189.55;0.0;0.0;191.06;293.9;0.0;215.78;359.25;207.86;521.7;63.99;472.75;4.86;0.0;81.62;18.57;30.37;70.61;5 744,96;4 898,06;5 893,15;2 411,07;415,29;4 565,40;2 199,50;1 032,37;1 707,17;1 701,21;1 571,91;1 538,72;1 246,36;960,88;4 048,20;3 194,72;921,69;1 033,12;0.0;0.0;2 172,07;492,04;0.0;289,61;416.56;477.2;318.23;7 465,43;674,67;42 937,16;0.0;1 615,62;422,08;3 176,90;2 033,00;42.62;44.51;44.98;50.28;30 063,60;19 522,93;1 308,35;375,01
2019-03-17;99000000000;17.03.2019;61.75;100.21;72.1;30.91;57.61;34.74;27.95;127.52;30.38;55.3;42.17;118.0;48.64;269,89;194.79;0.0;390.66;174.52;299.26;0.0;215.15;373.38;214.25;538.68;63.3;479.87;5.02;120.88;79.78;18.47;28.17;73.04;5 580,93;4 755,58;5 722,22;2 864,14;641,42;5 066,95;2 052,18;1 135,65;2 463,99;1 974,02;2 219,24;1 819,35;1 905,17;1 202,20;4 799,20;3 700,06;1 129,28;1 417,28;0.0;97.86;3 288,56;739,86;0.0;283,79;369.05;356.66;344.38;7 119,38;725,38;39 116,75;32.91;2 197,23;493,85;4 704,43;2 494,25;42.53;44.47;45.13;49.26;31 589,39;20 524,96;1 280,43;839,01
2019-03-24;99000000000;24.03.2019;60.87;94.59;73.29;30.36;52.65;35.46;27.5;137.52;34.31;60.35;41.38;118.3;48.82;258,32;195.67;0.0;430.27;183.0;307.33;0.0;208.89;373.19;216.01;561.55;61.5;486.47;5.03;124.97;79.79;17.97;29.04;71.49;5 687,67;4 850,31;5 824,37;2 834,88;585,57;5 208,55;1 802,66;1 080,46;1 968,15;2 009,27;2 175,59;1 635,99;1 441,63;1 120,50;4 271,90;3 227,93;1 074,50;1 371,56;0.0;95.33;2 544,30;618,18;0.0;267,27;419.77;388.2;327.63;7 315,40;676,55;41 577,00;29.68;1 676,00;534,4;3 732,56;2 385,60;42.53;44.44;45.07;48.99;30 407,22;20 952,40;1 125,98;615,3
2019-03-31;99000000000;31.03.2019;61.67;104.33;72.98;31.25;51.98;37.26;30.45;148.36;31.34;58.84;45.09;114.1;48.96;274,11;195.61;0.0;290.69;180.21;310.05;0.0;202.67;369.65;220.79;570.34;64.14;492.15;5.11;125.34;79.5;18.93;28.5;73.73;5 534,37;4 709,36;5 657,76;2 842,90;515,19;5 379,63;1 853,67;1 137,14;1 948,98;1 969,08;1 566,07;1 881,36;1 399,47;1 114,87;5 192,20;3 256,69;1 113,53;1 297,39;0.0;138.44;2 829,56;648,23;0.0;336,97;446.42;413.09;314.74;7 417,05;705,21;40 753,00;31.3;1 953,14;484,61;3 805,46;2 517,83;42.54;44.45;44.98;49.57;32 124,88;19 656,81;1 312,46;679,12
2019-04-07;99000000000;07.04.2019;62.27;115.67;73.19;31.93;58.54;35.16;29.67;136.31;36.46;55.89;48.53;122.6;47.03;270,13;209.15;0.0;414.99;186.24;307.94;0.0;205.23;374.95;223.85;591.82;64.75;479.02;4.83;0.0;82.9;17.06;28.71;73.83;5 780,00;4 926,45;5 934,13;2 677,24;573,53;5 124,10;1 758,72;933,48;2 139,87;1 873,06;2 058,78;1 726,10;1 645,88;1 135,29;5 157,00;4 155,41;1 011,39;1 241,57;0.0;93.82;2 860,96;664,69;0.0;304,04;373.15;359.95;264.97;6 587,11;675,71;40 321,50;0.0;1 797,41;387,69;3 516,54;1 969,56;42.53;44.45;44.95;49.0;26 992,49;18 981,05;1 083,87;195,4
2019-04-14;99000000000;14.04.2019;63.88;105.88;73.3;30.99;54.96;35.79;30.12;152.79;33.82;62.44;47.61;119.3;48.07;264,93;191.15;0.0;413.34;186.72;315.37;0.0;192.54;375.89;218.58;589.82;62.86;480.84;4.96;123.32;78.54;17.45;28.91;75.37;5 769,94;4 917,36;5 912,26;2 944,28;688,41;5 212,70;2 639,50;1 046,46;2 165,21;1 977,16;1 798,02;1 907,50;1 532,52;1 147,81;4 857,10;3 626,36;1 148,01;1 445,86;0.0;101.5;3 012,47;656,89;0.0;294,94;377.51;374.89;308.01;7 366,82;723,53;46 146,00;42.93;2 099,72;439,35;4 113,70;2 354,03;42.53;44.44;44.91;49.25;30 410,70;20 294,79;1 105,14;2 285,39
2019-04-21;99000000000;21.04.2019;62.36;106.2;73.41;31.53;53.84;34.52;29.85;150.17;38.11;65.92;42.09;123.8;47.89;256,52;186.75;0.0;415.9;185.4;290.88;0.0;199.09;366.02;213.87;611.81;64.26;485.0;4.69;118.45;80.68;19.21;26.33;73.91;5 774,91;4 919,26;5 956,99;2 896,35;546,09;5 222,48;2 426,06;1 077,22;2 194,01;2 094,41;1 850,05;1 219,88;1 479,65;1 503,72;4 846,10;3 729,73;1 433,62;1 369,71;0.0;125.37;3 267,39;741,54;0.0;332,64;413.01;430.08;329.65;6 563,97;711,87;65 061,00;61.57;1 899,59;536,62;4 380,20;2 070,15;42.52;44.45;44.91;47.99;31 665,71;22 319,11;1 538,49;4 111,33
2019-04-28;99000000000;28.04.2019;65.06;104.1;71.58;29.59;59.09;35.12;31.55;129.72;41.43;69.33;45.51;122.5;42.82;276,43;191.14;0.0;0.0;187.59;293.93;0.0;230.87;372.41;205.82;621.49;64.67;484.88;4.86;0.0;78.03;18.66;28.45;75.98;5 809,69;4 953,32;5 984,21;1 522,49;286,68;3 939,08;1 104,80;503,11;1 174,51;1 443,31;2 553,35;647,32;902,08;676,19;3 657,60;4 226,70;797,38;626,97;0.0;0.0;2 050,24;485,09;0.0;174,86;192.42;242.83;155.92;4 819,67;414,26;19 628,00;0.0;984,4;424,57;2 300,96;1 471,73;42.74;44.68;45.18;48.78;26 899,53;16 907,55;1 191,37;6 559,10
2019-05-05;99000000000;05.05.2019;63.95;100.03;70.93;32.74;51.51;34.84;33.75;135.26;43.77;65.95;47.8;127.1;47.71;241,58;176.48;0.0;404.34;182.34;297.08;0.0;216.39;370.1;208.19;624.0;64.34;467.24;4.69;0.0;79.89;17.83;28.92;66.76;5 799,71;4 940,70;5 991,10;2 709,01;435,33;5 412,19;2 089,12;1 109,94;2 243,59;1 943,04;2 215,34;826,28;1 327,39;1 324,84;4 162,80;3 082,56;1 655,16;1 793,21;0.0;103.59;3 050,01;570,44;0.0;278,6;406.51;474.07;296.04;6 701,81;715,21;47 374,00;0.0;1 726,95;508,69;3 420,85;2 035,00;42.75;44.71;45.3;48.37;33 328,47;22 649,47;1 489,68;8 322,37
